Datetime,symbol_ETHBTC,symbol_order_ETHBTC,orderId,transactTime,price_order,origQty,side,
2022-10-01 06:04:04+00:00,0.06840700,ETHBTC,3256930017,1664586244546,0.06838400,0.00160000,BUY,
2022-10-01 06:16:06+00:00,0.06853600,ETHBTC,3256942788,1664586966277,0.06843700,0.00160000,BUY,
2022-10-01 06:20:38+00:00,0.06858300,ETHBTC,3256947490,1664587238777,0.06854600,0.00160000,BUY,
2022-10-01 06:31:42+00:00,0.06851900,ETHBTC,3256960015,1664587902447,0.06858500,0.00160000,SELL,
2022-10-01 06:58:22+00:00,0.06856500,ETHBTC,3256986120,1664589502567,0.06852400,0.00160000,BUY,
2022-10-01 08:19:24+00:00,0.06846000,ETHBTC,3257053322,1664594364991,0.06857800,0.00160000,SELL,
2022-10-01 08:33:29+00:00,0.06843400,ETHBTC,3257065895,1664595210066,0.06870800,0.00160000,SELL,
2022-10-01 09:34:34+00:00,0.06859700,ETHBTC,3257117092,1664598874517,0.06857800,0.00160000,BUY,
2022-10-01 09:36:28+00:00,0.06853400,ETHBTC,3257118306,1664598988382,0.06854500,0.00160000,SELL,
2022-10-01 09:42:14+00:00,0.06853400,ETHBTC,3257122985,1664599334889,0.06849500,0.00160000,BUY,
2022-10-01 09:51:31+00:00,0.06846800,ETHBTC,3257132607,1664599892121,0.06846900,0.00160000,SELL,
2022-10-01 09:54:56+00:00,0.06849200,ETHBTC,3257135271,1664600096526,0.06836500,0.00160000,BUY,
2022-10-01 11:21:09+00:00,0.06883700,ETHBTC,3257235469,1664605270084,0.06845700,0.00160000,BUY,
2022-10-01 11:24:35+00:00,0.06885700,ETHBTC,3257238234,1664605475445,0.06848300,0.00160000,BUY,
2022-10-01 11:27:55+00:00,0.06883900,ETHBTC,3257241501,1664605675977,0.06863900,0.00160000,BUY,
2022-10-01 11:31:10+00:00,0.06879700,ETHBTC,3257244000,1664605870899,0.06857000,0.00160000,BUY,
2022-10-01 11:34:28+00:00,0.06880700,ETHBTC,3257246694,1664606068383,0.06869400,0.00160000,BUY,
2022-10-01 11:37:37+00:00,0.06877100,ETHBTC,3257249238,1664606257594,0.06841600,0.00160000,BUY,
2022-10-01 11:40:44+00:00,0.06879700,ETHBTC,3257252485,1664606444402,0.06850300,0.00160000,BUY,
2022-10-01 11:43:51+00:00,0.06878700,ETHBTC,3257254578,1664606631554,0.06841300,0.00160000,BUY,
2022-10-01 11:46:57+00:00,0.06879400,ETHBTC,3257257269,1664606818178,0.06863400,0.00160000,BUY,
2022-10-01 13:50:48+00:00,0.06888600,ETHBTC,3257359788,1664614248876,0.06846500,0.00160000,BUY,
2022-10-01 16:45:03+00:00,0.06857100,ETHBTC,3257511578,1664624703330,0.06862400,0.00160000,SELL,
2022-10-01 16:48:28+00:00,0.06864900,ETHBTC,3257517053,1664624908461,0.06844600,0.00160000,BUY,
2022-10-01 17:20:49+00:00,0.06871100,ETHBTC,3257549856,1664626849815,0.06878200,0.00160000,SELL,
2022-10-01 17:28:34+00:00,0.06865300,ETHBTC,3257557350,1664627315069,0.06867200,0.00160000,SELL,
2022-10-01 17:30:48+00:00,0.06868400,ETHBTC,3257558966,1664627448971,0.06841100,0.00160000,BUY,
2022-10-01 17:40:06+00:00,0.06865300,ETHBTC,3257565676,1664628006822,0.06901000,0.00160000,SELL,
2022-10-01 19:29:36+00:00,0.06859600,ETHBTC,3257672583,1664634577177,0.06856400,0.00160000,BUY,
2022-10-01 19:32:46+00:00,0.06856400,ETHBTC,3257674646,1664634766388,0.06851400,0.00160000,BUY,
2022-10-01 19:36:02+00:00,0.06855600,ETHBTC,3257677003,1664634962467,0.06863500,0.00160000,SELL,
2022-10-01 19:39:26+00:00,0.06852700,ETHBTC,3257681109,1664635166787,0.06860600,0.00160000,SELL,
2022-10-01 19:43:58+00:00,0.06854200,ETHBTC,3257685570,1664635439179,0.06855100,0.00160000,SELL,
2022-10-01 19:51:51+00:00,0.06853100,ETHBTC,3257691022,1664635911531,0.06829800,0.00160000,BUY,
2022-10-01 19:56:55+00:00,0.06850600,ETHBTC,3257696495,1664636215463,0.06849200,0.00160000,BUY,
2022-10-01 20:00:33+00:00,0.06846000,ETHBTC,3257699013,1664636433649,0.06850900,0.00160000,SELL,
